,milage,diff,action
2613,86,9.0,0
2614,95,4.0,0
2615,99,-93.0,1
2616,6,21.0,0
2617,27,11.0,0
2618,38,15.0,0
2619,53,8.0,0
2620,61,12.0,0
2621,73,10.0,0
2622,83,9.0,0
2623,92,6.0,0
2624,98,15.0,0
2625,113,-103.0,1
2626,10,12.0,0
2627,22,5.0,0
2628,27,8.0,0
2629,35,7.0,0
2630,42,12.0,0
2631,54,7.0,0
2632,61,15.0,0
2633,76,-71.0,1
2634,5,9.0,0
2635,14,12.0,0
2636,26,6.0,0
2637,32,17.0,0
2638,49,6.0,0
2639,55,8.0,0
2640,63,22.0,0
2641,85,12.0,0
2642,97,18.0,0
2643,115,20.0,0
2644,135,-129.0,1
2645,6,8.0,0
2646,14,10.0,0
2647,24,12.0,0
2648,36,5.0,0
2649,41,6.0,0
2650,47,12.0,0
2651,59,11.0,0
2652,70,3.0,0
2653,73,13.0,0
2654,86,6.0,0
2655,92,11.0,0
2656,103,18.0,0
2657,121,6.0,0
2658,127,-115.0,1
2659,12,11.0,0
2660,23,11.0,0
2661,34,9.0,0
2662,43,8.0,0
2663,51,8.0,0
2664,59,6.0,0
2665,65,7.0,0
2666,72,6.0,0
2667,78,10.0,0
2668,88,18.0,0
2669,106,4.0,0
2670,110,8.0,0
2671,118,-112.0,1
2672,6,6.0,0
2673,12,6.0,0
2674,18,8.0,0
2675,26,7.0,0
2676,33,9.0,0
2677,42,13.0,0
2678,55,6.0,0
2679,61,8.0,0
2680,69,6.0,0
2681,75,6.0,0
2682,81,-71.0,1
2683,10,14.0,0
2684,24,13.0,0
2685,37,9.0,0
2686,46,9.0,0
2687,55,10.0,0
2688,65,-62.0,1
2689,3,12.0,0
2690,15,10.0,0
2691,25,8.0,0
2692,33,9.0,0
2693,42,11.0,0
2694,53,4.0,0
2695,57,5.0,0
2696,62,14.0,0
2697,76,10.0,0
2698,86,11.0,0
2699,97,15.0,0
2700,112,-110.0,1
2701,2,19.0,0
2702,21,6.0,0
2703,27,6.0,0
2704,33,7.0,0
2705,40,5.0,0
2706,45,2.0,0
2707,47,9.0,0
2708,56,13.0,0
2709,69,5.0,0
2710,74,11.0,0
2711,85,6.0,0
2712,91,8.0,0
2713,99,10.0,0
2714,109,-99.0,1
2715,10,3.0,0
2716,13,12.0,0
2717,25,10.0,0
2718,35,17.0,0
2719,52,7.0,0
2720,59,12.0,0
2721,71,6.0,0
2722,77,14.0,0
2723,91,9.0,0
2724,100,12.0,0
2725,112,-102.0,1
2726,10,9.0,0
2727,19,3.0,0
2728,22,12.0,0
2729,34,7.0,0
2730,41,3.0,0
2731,44,17.0,0
2732,61,7.0,0
2733,68,18.0,0
2734,86,7.0,0
2735,93,9.0,0
2736,102,-99.0,1
2737,3,5.0,0
2738,8,9.0,0
2739,17,7.0,0
2740,24,6.0,0
2741,30,9.0,0
2742,39,7.0,0
2743,46,12.0,0
2744,58,9.0,0
2745,67,11.0,0
2746,78,3.0,0
2747,81,12.0,0
2748,93,7.0,0
2749,100,-92.0,1
2750,8,5.0,0
2751,13,9.0,0
2752,22,10.0,0
2753,32,13.0,0
2754,45,13.0,0
2755,58,6.0,0
2756,64,14.0,0
2757,78,-67.0,1
2758,11,11.0,0
2759,22,7.0,0
2760,29,9.0,0
2761,38,6.0,0
2762,44,10.0,0
2763,54,9.0,0
2764,63,9.0,0
2765,72,11.0,0
2766,83,12.0,0
2767,95,4.0,0
2768,99,13.0,0
2769,112,6.0,0
2770,118,10.0,0
2771,128,14.0,0
2772,142,-135.0,1
2773,7,9.0,0
2774,16,15.0,0
2775,31,12.0,0
2776,43,12.0,0
2777,55,8.0,0
2778,63,8.0,0
2779,71,22.0,0
2780,93,16.0,0
2781,109,8.0,0
2782,117,16.0,0
2783,133,18.0,0
2784,151,17.0,0
2785,168,-161.0,1
2786,7,9.0,0
2787,16,3.0,0
2788,19,12.0,0
2789,31,17.0,0
2790,48,8.0,0
2791,56,11.0,0
2792,67,9.0,0
2793,76,7.0,0
2794,83,5.0,0
2795,88,7.0,0
2796,95,-83.0,1
2797,12,5.0,0
2798,17,14.0,0
2799,31,5.0,0
2800,36,5.0,0
2801,41,2.0,0
2802,43,13.0,0
2803,56,26.0,0
2804,82,6.0,0
2805,88,6.0,0
2806,94,9.0,0
2807,103,13.0,0
2808,116,6.0,0
2809,122,-118.0,1
2810,4,7.0,0
2811,11,11.0,0
2812,22,0.0,0
2813,22,7.0,0
2814,29,10.0,0
2815,39,6.0,0
2816,45,14.0,0
2817,59,9.0,0
2818,68,12.0,0
2819,80,11.0,0
2820,91,5.0,0
2821,96,10.0,0
2822,106,12.0,0
2823,118,-111.0,1
2824,7,6.0,0
2825,13,5.0,0
2826,18,5.0,0
2827,23,20.0,0
2828,43,23.0,0
2829,66,12.0,0
2830,78,11.0,0
2831,89,12.0,0
2832,101,12.0,0
2833,113,19.0,0
2834,132,3.0,0
2835,135,-122.0,1
2836,13,10.0,0
2837,23,8.0,0
2838,31,21.0,0
2839,52,5.0,0
2840,57,9.0,0
2841,66,11.0,0
2842,77,12.0,0
2843,89,-83.0,1
2844,6,13.0,0
2845,19,20.0,0
2846,39,7.0,0
2847,46,16.0,0
2848,62,12.0,0
2849,74,9.0,0
2850,83,11.0,0
2851,94,-79.0,1
2852,15,10.0,0
2853,25,8.0,0
2854,33,5.0,0
2855,38,14.0,0
2856,52,13.0,0
2857,65,4.0,0
2858,69,5.0,0
2859,74,9.0,0
2860,83,11.0,0
2861,94,11.0,0
2862,105,5.0,0
2863,110,8.0,0
2864,118,-114.0,1
2865,4,16.0,0
2866,20,8.0,0
2867,28,4.0,0
2868,32,13.0,0
2869,45,9.0,0
2870,54,6.0,0
2871,60,10.0,0
2872,70,6.0,0
2873,76,2.0,0
2874,78,9.0,0
2875,87,9.0,0
2876,96,-83.0,1
2877,13,5.0,0
2878,18,16.0,0
2879,34,8.0,0
2880,42,15.0,0
2881,57,4.0,0
2882,61,12.0,0
2883,73,5.0,0
2884,78,9.0,0
2885,87,3.0,0
2886,90,9.0,0
2887,99,10.0,0
2888,109,8.0,0
2889,117,10.0,0
2890,127,10.0,0
2891,137,10.0,0
2892,147,11.0,0
2893,158,7.0,0
2894,165,11.0,0
2895,176,-157.0,1
2896,19,7.0,0
2897,26,4.0,0
2898,30,6.0,0
2899,36,15.0,0
2900,51,19.0,0
2901,70,13.0,0
2902,83,8.0,0
2903,91,13.0,0
2904,104,10.0,0
2905,114,10.0,0
2906,124,11.0,0
2907,135,8.0,0
2908,143,7.0,0
2909,150,-148.0,1
2910,2,11.0,0
2911,13,13.0,0
2912,26,1.0,0
2913,27,14.0,0
2914,41,10.0,0
2915,51,2.0,0
2916,53,11.0,0
2917,64,14.0,0
2918,78,8.0,0
2919,86,8.0,0
2920,94,12.0,0
2921,106,15.0,0
2922,121,7.0,0
2923,128,16.0,0
2924,144,-138.0,1
2925,6,10.0,0
2926,16,14.0,0
2927,30,7.0,0
2928,37,13.0,0
2929,50,4.0,0
2930,54,17.0,0
2931,71,6.0,0
2932,77,9.0,0
2933,86,18.0,0
2934,104,9.0,0
2935,113,10.0,0
2936,123,10.0,0
2937,133,5.0,0
2938,138,19.0,0
2939,157,14.0,0
2940,171,-159.0,1
2941,12,7.0,0
2942,19,6.0,0
2943,25,6.0,0
2944,31,14.0,0
2945,45,9.0,0
2946,54,12.0,0
2947,66,8.0,0
2948,74,7.0,0
2949,81,10.0,0
2950,91,13.0,0
2951,104,-91.0,1
2952,13,10.0,0
2953,23,9.0,0
2954,32,12.0,0
2955,44,10.0,0
2956,54,8.0,0
2957,62,14.0,0
2958,76,7.0,0
2959,83,5.0,0
2960,88,9.0,0
2961,97,-89.0,1
2962,8,13.0,0
2963,21,3.0,0
2964,24,9.0,0
2965,33,5.0,0
2966,38,8.0,0
2967,46,8.0,0
2968,54,11.0,0
2969,65,13.0,0
2970,78,-72.0,1
2971,6,9.0,0
2972,15,6.0,0
2973,21,13.0,0
2974,34,6.0,0
2975,40,14.0,0
2976,54,15.0,0
2977,69,8.0,0
2978,77,9.0,0
2979,86,5.0,0
2980,91,19.0,0
2981,110,13.0,0
2982,123,14.0,0
2983,137,-130.0,1
2984,7,7.0,0
2985,14,10.0,0
2986,24,6.0,0
2987,30,8.0,0
2988,38,10.0,0
2989,48,10.0,0
2990,58,4.0,0
2991,62,21.0,0
2992,83,6.0,0
2993,89,5.0,0
2994,94,7.0,0
2995,101,16.0,0
2996,117,19.0,0
2997,136,11.0,0
2998,147,14.0,0
2999,161,6.0,0
3000,167,-151.0,1
3001,16,15.0,0
3002,31,19.0,0
3003,50,14.0,0
3004,64,10.0,0
3005,74,15.0,0
3006,89,13.0,0
3007,102,18.0,0
3008,120,6.0,0
3009,126,-105.0,1
3010,21,19.0,0
3011,40,13.0,0
3012,53,8.0,0
3013,61,7.0,0
3014,68,10.0,0
3015,78,9.0,0
3016,87,17.0,0
3017,104,12.0,0
3018,116,13.0,0
3019,129,-117.0,1
3020,12,5.0,0
3021,17,10.0,0
3022,27,13.0,0
3023,40,7.0,0
3024,47,11.0,0
3025,58,7.0,0
3026,65,12.0,0
3027,77,7.0,0
3028,84,-69.0,1
3029,15,13.0,0
3030,28,2.0,0
3031,30,3.0,0
3032,33,14.0,0
3033,47,10.0,0
3034,57,7.0,0
3035,64,5.0,0
3036,69,12.0,0
3037,81,9.0,0
3038,90,11.0,0
3039,101,5.0,0
3040,106,-97.0,1
3041,9,1.0,0
3042,10,9.0,0
3043,19,23.0,0
3044,42,8.0,0
3045,50,3.0,0
3046,53,15.0,0
3047,68,11.0,0
3048,79,12.0,0
3049,91,6.0,0
3050,97,11.0,0
3051,108,4.0,0
3052,112,10.0,0
3053,122,10.0,0
3054,132,-125.0,1
3055,7,10.0,0
3056,17,8.0,0
3057,25,19.0,0
3058,44,15.0,0
3059,59,8.0,0
3060,67,12.0,0
3061,79,9.0,0
3062,88,10.0,0
3063,98,22.0,0
3064,120,9.0,0
3065,129,7.0,0
3066,136,7.0,0
3067,143,18.0,0
3068,161,7.0,0
3069,168,6.0,0
3070,174,14.0,0
3071,188,-177.0,1
3072,11,17.0,0
3073,28,7.0,0
3074,35,16.0,0
3075,51,18.0,0
3076,69,14.0,0
3077,83,8.0,0
3078,91,9.0,0
3079,100,4.0,0
3080,104,8.0,0
3081,112,8.0,0
3082,120,-106.0,1
3083,14,7.0,0
3084,21,12.0,0
3085,33,7.0,0
3086,40,8.0,0
3087,48,6.0,0
3088,54,9.0,0
3089,63,15.0,0
3090,78,7.0,0
3091,85,11.0,0
3092,96,4.0,0
3093,100,-86.0,1
3094,14,14.0,0
3095,28,5.0,0
3096,33,11.0,0
3097,44,5.0,0
3098,49,26.0,0
3099,75,11.0,0
3100,86,2.0,0
3101,88,6.0,0
3102,94,11.0,0
3103,105,14.0,0
3104,119,13.0,0
3105,132,5.0,0
3106,137,4.0,0
3107,141,11.0,0
3108,152,-142.0,1
3109,10,8.0,0
3110,18,13.0,0
3111,31,3.0,0
3112,34,13.0,0
3113,47,5.0,0
3114,52,17.0,0
3115,69,7.0,0
3116,76,4.0,0
3117,80,5.0,0
3118,85,10.0,0
3119,95,-71.0,1
3120,24,5.0,0
3121,29,11.0,0
3122,40,6.0,0
3123,46,13.0,0
3124,59,13.0,0
3125,72,20.0,0
3126,92,5.0,0
3127,97,8.0,0
3128,105,8.0,0
3129,113,7.0,0
3130,120,9.0,0
3131,129,7.0,0
3132,136,-126.0,1
3133,10,3.0,0
3134,13,15.0,0
3135,28,14.0,0
3136,42,7.0,0
3137,49,16.0,0
3138,65,11.0,0
3139,76,7.0,0
3140,83,2.0,0
3141,85,8.0,0
3142,93,11.0,0
3143,104,12.0,0
3144,116,8.0,0
3145,124,19.0,0
3146,143,-132.0,1
3147,11,9.0,0
3148,20,8.0,0
3149,28,11.0,0
3150,39,12.0,0
3151,51,17.0,0
3152,68,10.0,0
3153,78,9.0,0
3154,87,4.0,0
3155,91,8.0,0
3156,99,11.0,0
3157,110,5.0,0
3158,115,5.0,0
3159,120,14.0,0
3160,134,3.0,0
3161,137,10.0,0
3162,147,18.0,0
3163,165,-152.0,1
3164,13,8.0,0
3165,21,9.0,0
3166,30,6.0,0
3167,36,13.0,0
3168,49,-36.0,1
3169,13,14.0,0
3170,27,14.0,0
3171,41,11.0,0
3172,52,5.0,0
3173,57,17.0,0
3174,74,10.0,0
3175,84,9.0,0
3176,93,9.0,0
3177,102,9.0,0
3178,111,6.0,0
3179,117,6.0,0
3180,123,7.0,0
3181,130,10.0,0
3182,140,6.0,0
3183,146,8.0,0
3184,154,10.0,0
3185,164,9.0,0
3186,173,-158.0,1
3187,15,7.0,0
3188,22,10.0,0
3189,32,8.0,0
3190,40,4.0,0
3191,44,7.0,0
3192,51,13.0,0
3193,64,9.0,0
3194,73,13.0,0
3195,86,7.0,0
3196,93,5.0,0
3197,98,-89.0,1
3198,9,10.0,0
3199,19,7.0,0
3200,26,4.0,0
3201,30,5.0,0
3202,35,14.0,0
3203,49,8.0,0
3204,57,13.0,0
3205,70,5.0,0
3206,75,7.0,0
3207,82,6.0,0
3208,88,11.0,0
3209,99,5.0,0
3210,104,14.0,0
3211,118,5.0,0
3212,123,9.0,0
3213,132,-126.0,1
3214,6,13.0,0
3215,19,6.0,0
3216,25,17.0,0
3217,42,16.0,0
3218,58,9.0,0
3219,67,5.0,0
3220,72,7.0,0
3221,79,10.0,0
3222,89,3.0,0
3223,92,6.0,0
3224,98,12.0,0
3225,110,26.0,0
3226,136,-111.0,1
3227,25,9.0,0
3228,34,12.0,0
3229,46,10.0,0
3230,56,7.0,0
3231,63,7.0,0
3232,70,6.0,0
3233,76,6.0,0
3234,82,5.0,0
3235,87,12.0,0
3236,99,23.0,0
3237,122,7.0,0
3238,129,5.0,0
3239,134,7.0,0
3240,141,-131.0,1
3241,10,13.0,0
3242,23,13.0,0
3243,36,7.0,0
3244,43,24.0,0
3245,67,24.0,0
3246,91,18.0,0
3247,109,12.0,0
3248,121,12.0,0
3249,133,-127.0,1
3250,6,14.0,0
3251,20,13.0,0
3252,33,7.0,0
3253,40,11.0,0
3254,51,12.0,0
3255,63,9.0,0
3256,72,13.0,0
3257,85,9.0,0
3258,94,9.0,0
3259,103,9.0,0
3260,112,-101.0,1
3261,11,9.0,0
3262,20,6.0,0
3263,26,15.0,0
3264,41,10.0,0
3265,51,10.0,0
3266,61,10.0,0
3267,71,-58.0,1
3268,13,17.0,0
3269,30,14.0,0
3270,44,6.0,0
3271,50,8.0,0
3272,58,8.0,0
3273,66,5.0,0
3274,71,12.0,0
3275,83,9.0,0
3276,92,6.0,0
3277,98,-92.0,1
3278,6,17.0,0
3279,23,14.0,0
3280,37,9.0,0
3281,46,5.0,0
3282,51,4.0,0
3283,55,8.0,0
3284,63,-54.0,1
3285,9,22.0,0
3286,31,11.0,0
3287,42,7.0,0
3288,49,8.0,0
3289,57,12.0,0
3290,69,6.0,0
3291,75,11.0,0
3292,86,20.0,0
3293,106,11.0,0
3294,117,19.0,0
3295,136,13.0,0
3296,149,6.0,0
3297,155,7.0,0
3298,162,10.0,0
3299,172,6.0,0
3300,178,8.0,0
3301,186,10.0,0
3302,196,12.0,0
3303,208,-202.0,1
3304,6,10.0,0
3305,16,7.0,0
3306,23,13.0,0
3307,36,10.0,0
3308,46,14.0,0
3309,60,11.0,0
3310,71,16.0,0
3311,87,8.0,0
3312,95,19.0,0
3313,114,5.0,0
3314,119,16.0,0
3315,135,7.0,0
3316,142,-127.0,1
3317,15,7.0,0
3318,22,8.0,0
3319,30,8.0,0
3320,38,11.0,0
3321,49,10.0,0
3322,59,8.0,0
3323,67,2.0,0
3324,69,3.0,0
3325,72,8.0,0
3326,80,5.0,0
3327,85,6.0,0
3328,91,14.0,0
3329,105,10.0,0
3330,115,6.0,0
3331,121,8.0,0
3332,129,7.0,0
3333,136,15.0,0
3334,151,5.0,0
3335,156,9.0,0
3336,165,-151.0,1
3337,14,13.0,0
3338,27,13.0,0
3339,40,14.0,0
3340,54,12.0,0
3341,66,-52.0,1
3342,14,9.0,0
3343,23,11.0,0
3344,34,15.0,0
3345,49,10.0,0
3346,59,10.0,0
3347,69,12.0,0
3348,81,12.0,0
3349,93,16.0,0
3350,109,-104.0,1
3351,5,9.0,0
3352,14,10.0,0
3353,24,3.0,0
3354,27,9.0,0
3355,36,15.0,0
3356,51,8.0,0
3357,59,7.0,0
3358,66,12.0,0
3359,78,11.0,0
3360,89,9.0,0
3361,98,7.0,0
3362,105,13.0,0
3363,118,6.0,0
3364,124,12.0,0
3365,136,13.0,0
3366,149,-136.0,1
3367,13,7.0,0
3368,20,6.0,0
3369,26,9.0,0
3370,35,3.0,0
3371,38,4.0,0
3372,42,9.0,0
3373,51,7.0,0
3374,58,4.0,0
3375,62,10.0,0
3376,72,14.0,0
3377,86,7.0,0
3378,93,-76.0,1
3379,17,8.0,0
3380,25,15.0,0
3381,40,6.0,0
3382,46,10.0,0
3383,56,12.0,0
3384,68,13.0,0
3385,81,16.0,0
3386,97,12.0,0
3387,109,7.0,0
3388,116,7.0,0
3389,123,8.0,0
3390,131,-119.0,1
3391,12,11.0,0
3392,23,23.0,0
3393,46,14.0,0
3394,60,16.0,0
3395,76,11.0,0
3396,87,8.0,0
3397,95,5.0,0
3398,100,9.0,0
3399,109,6.0,0
3400,115,11.0,0
3401,126,9.0,0
3402,135,15.0,0
3403,150,-143.0,1
3404,7,9.0,0
3405,16,7.0,0
3406,23,4.0,0
3407,27,15.0,0
3408,42,12.0,0
3409,54,12.0,0
3410,66,13.0,0
3411,79,6.0,0
3412,85,16.0,0
3413,101,12.0,0
3414,113,-99.0,1
3415,14,5.0,0
3416,19,11.0,0
3417,30,7.0,0
3418,37,7.0,0
3419,44,4.0,0
3420,48,9.0,0
3421,57,9.0,0
3422,66,12.0,0
3423,78,5.0,0
3424,83,5.0,0
3425,88,12.0,0
3426,100,5.0,0
3427,105,19.0,0
3428,124,-119.0,1
3429,5,6.0,0
3430,11,7.0,0
3431,18,5.0,0
3432,23,17.0,0
3433,40,7.0,0
3434,47,11.0,0
3435,58,17.0,0
3436,75,15.0,0
3437,90,10.0,0
3438,100,7.0,0
3439,107,17.0,0
3440,124,7.0,0
3441,131,6.0,0
3442,137,-117.0,1
3443,20,16.0,0
3444,36,1.0,0
3445,37,7.0,0
3446,44,5.0,0
3447,49,17.0,0
3448,66,15.0,0
3449,81,1.0,0
3450,82,10.0,0
3451,92,-81.0,1
3452,11,6.0,0
3453,17,5.0,0
3454,22,16.0,0
3455,38,12.0,0
3456,50,18.0,0
3457,68,7.0,0
3458,75,13.0,0
3459,88,16.0,0
3460,104,6.0,0
3461,110,13.0,0
3462,123,15.0,0
3463,138,10.0,0
3464,148,11.0,0
3465,159,17.0,0
3466,176,-171.0,1
3467,5,8.0,0
3468,13,13.0,0
3469,26,9.0,0
3470,35,13.0,0
3471,48,5.0,0
3472,53,9.0,0
3473,62,2.0,0
3474,64,6.0,0
3475,70,14.0,0
3476,84,2.0,0
3477,86,14.0,0
3478,100,9.0,0
3479,109,7.0,0
3480,116,4.0,0
3481,120,8.0,0
3482,128,-115.0,1
3483,13,6.0,0
3484,19,20.0,0
3485,39,11.0,0
3486,50,12.0,0
3487,62,11.0,0
3488,73,7.0,0
3489,80,9.0,0
3490,89,8.0,0
3491,97,7.0,0
3492,104,7.0,0
3493,111,7.0,0
3494,118,4.0,0
3495,122,12.0,0
3496,134,11.0,0
3497,145,-139.0,1
3498,6,10.0,0
3499,16,5.0,0
3500,21,1.0,0
3501,22,8.0,0
3502,30,10.0,0
3503,40,9.0,0
3504,49,7.0,0
3505,56,10.0,0
3506,66,12.0,0
3507,78,5.0,0
3508,83,18.0,0
3509,101,2.0,0
3510,103,10.0,0
3511,113,18.0,0
3512,131,3.0,0
3513,134,15.0,0
3514,149,-139.0,1
3515,10,7.0,0
3516,17,5.0,0
3517,22,7.0,0
3518,29,19.0,0
3519,48,14.0,0
3520,62,8.0,0
3521,70,10.0,0
3522,80,14.0,0
3523,94,3.0,0
3524,97,4.0,0
3525,101,-98.0,1
3526,3,8.0,0
3527,11,8.0,0
3528,19,20.0,0
3529,39,21.0,0
3530,60,11.0,0
3531,71,12.0,0
3532,83,5.0,0
3533,88,14.0,0
3534,102,3.0,0
3535,105,11.0,0
3536,116,10.0,0
3537,126,13.0,0
3538,139,4.0,0
3539,143,9.0,0
3540,152,-145.0,1
3541,7,11.0,0
3542,18,11.0,0
3543,29,8.0,0
3544,37,10.0,0
3545,47,6.0,0
3546,53,10.0,0
3547,63,12.0,0
3548,75,3.0,0
3549,78,14.0,0
3550,92,10.0,0
3551,102,8.0,0
3552,110,9.0,0
3553,119,9.0,0
3554,128,17.0,0
3555,145,21.0,0
3556,166,-158.0,1
3557,8,16.0,0
3558,24,12.0,0
3559,36,18.0,0
3560,54,10.0,0
3561,64,-43.0,1
3562,21,11.0,0
3563,32,7.0,0
3564,39,9.0,0
3565,48,3.0,0
3566,51,6.0,0
3567,57,9.0,0
3568,66,10.0,0
3569,76,16.0,0
3570,92,-86.0,1
3571,6,5.0,0
3572,11,16.0,0
3573,27,12.0,0
3574,39,7.0,0
3575,46,16.0,0
3576,62,4.0,0
3577,66,9.0,0
3578,75,16.0,0
3579,91,8.0,0
3580,99,8.0,0
3581,107,12.0,0
3582,119,-104.0,1
3583,15,2.0,0
3584,17,4.0,0
3585,21,5.0,0
3586,26,8.0,0
3587,34,15.0,0
3588,49,13.0,0
3589,62,13.0,0
3590,75,17.0,0
3591,92,6.0,0
3592,98,10.0,0
3593,108,6.0,0
3594,114,6.0,0
3595,120,8.0,0
3596,128,5.0,0
3597,133,8.0,0
3598,141,-133.0,1
3599,8,4.0,0
3600,12,6.0,0
3601,18,9.0,0
3602,27,12.0,0
3603,39,6.0,0
3604,45,13.0,0
3605,58,10.0,0
3606,68,9.0,0
3607,77,7.0,0
3608,84,4.0,0
3609,88,6.0,0
3610,94,6.0,0
3611,100,3.0,0
3612,103,24.0,0
3613,127,10.0,0
3614,137,4.0,0
3615,141,-131.0,1
3616,10,16.0,0
3617,26,3.0,0
3618,29,7.0,0
3619,36,9.0,0
3620,45,14.0,0
3621,59,10.0,0
3622,69,9.0,0
3623,78,18.0,0
3624,96,7.0,0
3625,103,15.0,0
3626,118,12.0,0
3627,130,7.0,0
3628,137,-125.0,1
3629,12,10.0,0
3630,22,9.0,0
3631,31,9.0,0
3632,40,14.0,0
3633,54,15.0,0
3634,69,5.0,0
3635,74,6.0,0
3636,80,9.0,0
3637,89,14.0,0
3638,103,5.0,0
3639,108,13.0,0
3640,121,-113.0,1
3641,8,10.0,0
3642,18,6.0,0
3643,24,6.0,0
3644,30,8.0,0
3645,38,7.0,0
3646,45,9.0,0
3647,54,10.0,0
3648,64,9.0,0
3649,73,7.0,0
3650,80,14.0,0
3651,94,1.0,0
3652,95,10.0,0
3653,105,23.0,0
3654,128,12.0,0
3655,140,10.0,0
3656,150,8.0,0
3657,158,-152.0,1
3658,6,10.0,0
3659,16,12.0,0
3660,28,7.0,0
3661,35,14.0,0
3662,49,9.0,0
3663,58,9.0,0
3664,67,8.0,0
3665,75,10.0,0
3666,85,-80.0,1
3667,5,8.0,0
3668,13,8.0,0
3669,21,7.0,0
3670,28,4.0,0
3671,32,14.0,0
3672,46,10.0,0
3673,56,5.0,0
3674,61,9.0,0
3675,70,21.0,0
3676,91,13.0,0
3677,104,4.0,0
3678,108,-95.0,1
3679,13,8.0,0
3680,21,4.0,0
3681,25,7.0,0
3682,32,10.0,0
3683,42,9.0,0
3684,51,21.0,0
3685,72,5.0,0
3686,77,17.0,0
3687,94,12.0,0
3688,106,9.0,0
3689,115,10.0,0
3690,125,14.0,0
3691,139,9.0,0
3692,148,8.0,0
3693,156,16.0,0
3694,172,-162.0,1
3695,10,8.0,0
3696,18,6.0,0
3697,24,15.0,0
3698,39,8.0,0
3699,47,6.0,0
3700,53,20.0,0
3701,73,10.0,0
3702,83,11.0,0
3703,94,18.0,0
3704,112,7.0,0
3705,119,12.0,0
3706,131,16.0,0
3707,147,15.0,0
3708,162,13.0,0
3709,175,-161.0,1
3710,14,12.0,0
3711,26,14.0,0
3712,40,10.0,0
3713,50,7.0,0
3714,57,4.0,0
3715,61,11.0,0
3716,72,10.0,0
3717,82,-74.0,1
3718,8,13.0,0
3719,21,9.0,0
3720,30,12.0,0
3721,42,13.0,0
3722,55,2.0,0
3723,57,6.0,0
3724,63,9.0,0
3725,72,9.0,0
3726,81,11.0,0
3727,92,8.0,0
3728,100,22.0,0
3729,122,22.0,0
3730,144,9.0,0
3731,153,-145.0,1
3732,8,14.0,0
3733,22,10.0,0
3734,32,8.0,0
3735,40,14.0,0
3736,54,16.0,0
3737,70,8.0,0
3738,78,14.0,0
3739,92,12.0,0
3740,104,14.0,0
3741,118,6.0,0
3742,124,-120.0,1
3743,4,14.0,0
3744,18,12.0,0
3745,30,11.0,0
3746,41,20.0,0
3747,61,6.0,0
3748,67,2.0,0
3749,69,5.0,0
3750,74,11.0,0
3751,85,3.0,0
3752,88,5.0,0
3753,93,5.0,0
3754,98,9.0,0
3755,107,8.0,0
3756,115,-104.0,1
3757,11,16.0,0
3758,27,2.0,0
3759,29,19.0,0
3760,48,3.0,0
3761,51,7.0,0
3762,58,6.0,0
3763,64,9.0,0
3764,73,8.0,0
3765,81,6.0,0
3766,87,6.0,0
3767,93,11.0,0
3768,104,7.0,0
3769,111,10.0,0
3770,121,8.0,0
3771,129,14.0,0
3772,143,10.0,0
3773,153,-144.0,1
3774,9,13.0,0
3775,22,13.0,0
3776,35,17.0,0
3777,52,16.0,0
3778,68,6.0,0
3779,74,9.0,0
3780,83,10.0,0
3781,93,-83.0,1
3782,10,10.0,0
3783,20,10.0,0
3784,30,4.0,0
3785,34,10.0,0
3786,44,13.0,0
3787,57,8.0,0
3788,65,3.0,0
3789,68,-56.0,1
3790,12,14.0,0
3791,26,2.0,0
3792,28,19.0,0
3793,47,10.0,0
3794,57,7.0,0
3795,64,11.0,0
3796,75,7.0,0
3797,82,5.0,0
3798,87,17.0,0
3799,104,16.0,0
3800,120,15.0,0
3801,135,10.0,0
3802,145,8.0,0
3803,153,7.0,0
3804,160,-151.0,1
3805,9,20.0,0
3806,29,8.0,0
3807,37,8.0,0
3808,45,9.0,0
3809,54,14.0,0
3810,68,9.0,0
3811,77,11.0,0
3812,88,9.0,0
3813,97,13.0,0
3814,110,11.0,0
3815,121,10.0,0
3816,131,4.0,0
3817,135,10.0,0
3818,145,-137.0,1
3819,8,20.0,0
3820,28,13.0,0
3821,41,13.0,0
3822,54,12.0,0
3823,66,12.0,0
3824,78,3.0,0
3825,81,7.0,0
3826,88,6.0,0
3827,94,8.0,0
3828,102,-91.0,1
3829,11,3.0,0
3830,14,3.0,0
3831,17,14.0,0
3832,31,13.0,0
3833,44,10.0,0
3834,54,13.0,0
3835,67,7.0,0
3836,74,15.0,0
3837,89,12.0,0
3838,101,23.0,0
3839,124,6.0,0
3840,130,-116.0,1
3841,14,10.0,0
3842,24,8.0,0
3843,32,5.0,0
3844,37,16.0,0
3845,53,7.0,0
3846,60,16.0,0
3847,76,8.0,0
3848,84,4.0,0
3849,88,8.0,0
3850,96,5.0,0
3851,101,3.0,0
3852,104,11.0,0
3853,115,-108.0,1
3854,7,8.0,0
3855,15,13.0,0
3856,28,11.0,0
3857,39,8.0,0
3858,47,11.0,0
3859,58,15.0,0
3860,73,11.0,0
3861,84,9.0,0
3862,93,19.0,0
3863,112,7.0,0
3864,119,-105.0,1
3865,14,10.0,0
3866,24,13.0,0
3867,37,8.0,0
3868,45,12.0,0
3869,57,10.0,0
3870,67,10.0,0
3871,77,15.0,0
3872,92,13.0,0
3873,105,8.0,0
3874,113,13.0,0
